Z,N,symb,radius, unc, energy, unc, jp, half-life operator, half_life, unc,unit, half_life [s], unc, decay, decay %, unc, decay, decay %, unc, decay, decay %, unc,isospin,magn. dipole, unc, elect. quad , unc,Qb-,unc,Qb- n,unc,Qa, unc, Qec, unc,Sn,unc, Sp,unc,Binding/A,unc,atomic mass, unc, mass excess,unc
86,116,Rn,5.5521,181,0.0,0.0,0+, ,9.7,1,S,9.7,0.1,A,78.0,8.0,EC+B+,22.0,8.0, , , , , , , , ,-9370.871,18881,-17934.53,20,6773.8,183,4316.097,33,10273.63,53,2774.17,19,7769.301,87,201993263.902,18808,-6274.635,17520,
86,117,Rn,,,0.0,0.0,(3/2-), ,44,2,S,44.0,2.0,A,66.0,9.0,EC+B+,34.0,9.0, , , , , , , , ,-7030.116,19218,-17321.25,19,6629.87,208,6008.858,21,7950.38,25,2851.94,33,7770.193,90,202993393.732,19516,-6153.699,18179,
86,118,Rn,5.5568,180,0.0,0.0,0+, ,74.5,14,S,74.5,1.4,A,72.4,0.9,EC+B+,27.6,0.9, , , , , , , , ,-8577.503,25684,-16917.93,10,6546.65,182,3905.24,23,9887.81,20,3096.61,13,7780.574,36,203991443.644,7991,-7970.193,7444,
86,119,Rn,5.5569,180,0.0,0.0,5/2-, ,170,4,S,170.0,4.0,EC+B+,75.4,0.9,A,24.6,0.9, , , , ,0.802, ,0.062, ,-6399.973,9329,-16388.41,25,6386.48,184,5262.16,16,7810.91,9,3123.32,23,7780.722,25,204991723.204,5453,-7709.786,5080,
86,120,Rn,5.5640,178,0.0,0.0,0+, ,5.67,17,M,340.2,10.2,A,62.0,3.0,EC+B+,38.0,3.0, , , , , , , , ,-7890.549,29475,-15894.47,12,6383.74,164,3296.753,17,9494.50,10,3449.99,17,7789.041,42,205990195.358,9223,-9132.965,8591,
86,121,Rn,5.5652,178,0.0,0.0,5/2-, ,9.25,17,M,555.0,10.2,EC+B+,79.0,3.0,A,21.0,3.0, , , , ,0.816, ,0.22, ,-5790.421,19458,-15463.66,29,6251.21,165,4592.654,15,7573.11,12,3494.01,17,7787.998,41,206990730.2,9121,-8634.762,8497,
86,122,Rn,5.5725,177,0.0,0.0,0+, ,24.35,14,M,1461.0,8.4,A,62.0,7.0,EC+B+,38.0,7.0, , , , , , , , ,-6989.672,16251,-14882.57,21,6260.74,167,2814.28,14,9092.15,14,3717.15,17,7794.268,54,207989634.295,11957,-9655.591,11138,
86,123,Rn,5.5743,177,0.0,0.0,5/2-, ,28.8,10,M,1728.0,60.0,EC+B+,83.0,2.0,A,17.0,2.0, , , , ,0.8388, ,0.31, ,-5171.477,17713,-14346.45,15,6155.43,195,3941.564,11,7356.78,15,3760.15,13,7792.175,48,208990401.388,10692,-8941.049,9960,
86,124,Rn,5.5813,177,0.0,0.0,0+, ,2.4,1,H,8640.0,360.0,A,96.0,1.0,EC+B+,4.0,1.0, , , , , , , , ,-6271.565,15824,-13906.52,15,6158.99,216,2367.407,9,8735.04,11,4011.13,7,7796.665,22,209989688.854,4892,-9604.770,4557,
86,125,Rn,5.5850,176,0.0,0.0,1/2-, ,14.6,2,H,52560.0,720.0,EC,72.6,1.7,A,27.4,1.7, , , , ,0.601, , , ,-4615.155,13786,-13493.52,17,5965.45,144,2891.86,7,7221.95,8,4072.20,10,7793.941,32,210990600.686,7314,-8755.404,6813,
86,126,Rn,5.5915,176,0.0,0.0,0+, ,23.9,12,M,1434.0,72.0,A,100.0,0.0, , , , , , , , , , , ,-5143.64,9318,-12590.68,12,6385.07,262,-31.387,4,7975.52,7,4301.31,4,7794.797,15,211990703.528,3376,-8659.608,3145,
86,127,Rn,,,0.0,0.0,(9/2+), ,19.5,1,MS,0.0195,1.0E-4,A,100.0,0.0, , , , , , , , , , , ,-2143.179,6006,-10251.38,9,8245.15,286,883.569,6,5107.74,4,4356.78,4,7782.182,16,212993885.064,3617,-5696.026,3370,
86,128,Rn,,,0.0,0.0,0+, ,0.27,2,US,2.7E-7,2.0E-8,A,100.0,0.0, , , , , , , , , , , ,-3361.035,12503,-8838.21,10,9208.48,9,-939.911,10,6695.03,10,5029.12,10,7777.102,43,213995362.566,9862,-4319.742,9187,
86,129,Rn,,,0.0,0.0,9/2+, ,2.30,10,US,2.3E-6,1.0E-7,A,100.0,0.0, , , , , , , , , , , ,-1486.625,10306,-8281.17,11,8839.09,8,87.195,10,4920.14,12,5077.70,9,7763.814,36,214998745.498,8236,-1168.561,7672,
86,130,Rn,,,0.0,0.0,0+, ,45,5,US,4.5E-5,5.0E-6,A,100.0,0.0, , , , , , , , , , , ,-2718.082,7126,-8136.51,9,8197.44,6,-2003.798,7,6649.89,10,5780.35,9,7758.657,28,216000271.464,6435,252.868,5994,
86,131,Rn,,,0.0,0.0,9/2+, ,0.54,5,MS,5.4E-4,5.0E-5,A,100.0,0.0, , , , , , , , , , , ,-656.089,7538,-7383.77,6,7887.17,288,-736.134,7,4665.68,7,5887.14,5,7744.403,19,217003927.562,4506,3658.501,4198,
86,132,Rn,5.6540,187,0.0,0.0,0+, ,35,5,MS,0.035,0.005,A,100.0,0.0, , , , , , , , , , , ,-1841.77,4942,-7168.56,7,7262.48,185,-2880.815,12,6512.47,4,6466.26,5,7738.752,11,218005601.052,2486,5217.347,2316,
86,133,Rn,5.6648,191,0.0,0.0,5/2+, ,3.96,1,S,3.96,0.01,A,100.0,0.0, , , , , , , ,-0.442, ,1.15, ,211.635,7058,-6301.03,5,6946.19,31,-1566.674,4,4459.26,3,6557.73,12,7723.777,10,219009478.753,2254,8829.402,2100,
86,134,Rn,5.6731,194,0.0,0.0,0+, ,55.6,1,S,55.6,0.1,A,100.0,0.0, , , , , , , , , , , ,-870.242,4026,-6077.01,7,6404.74,10,-3763.67,14,6288.64,227,7072.97,3,7717.254,8,220011392.534,1948,10612.077,1815,
86,135,Rn,5.6834,199,0.0,0.0,7/2+, ,25,2,M,1500.0,120.0,B-,78.0,1.0,A,22.0,1.0, , , , ,-0.02, ,-0.38, ,1194.13,7231,-5082.22,7,6162.99,3,-2311.307,15,4211.97,6,7193.30,15,7701.393,26,221015535.709,6134,14471.420,5714,
86,136,Rn,5.6915,203,0.0,0.0,0+, ,3.8235,3,D,330350.4,25.92,A,100.0,0.0, , , , , , , , , , , ,-5.9,7703,-4976.40,5,5590.39,31,-4580.82,16,6170.53,6,7699.49,14,7694.497,9,222017576.286,2093,16372.206,1950,
86,137,Rn,,,0.0,0.0,7/2, ,24.3,4,M,1458.0,24.0,B-,100.0,0.0, , , , , , , ,-0.776, ,0.8, ,2007.344,8057,-4059.68,11,5283.46,18,-3038.267,16,4053.78,8,7852.26,18,7678.171,35,223021889.285,8397,20389.739,7822,
86,138,Rn,,,0.0,0.0,0+, ,107,3,M,6420.0,180.0,B-,100.0,0.0, , , , , , , , , , , ,696.482,14875,-4008.61,10,4756.72,20,-5265.917,24,6015.96,13,8271.88,17,7670.751,44,224024095.804,10536,22445.098,9814,
86,139,Rn,,,0.0,0.0,7/2-, ,4.66,4,M,279.6,2.4,B-,100.0,0.0, , , , , , , ,-0.696, ,0.84, ,2713.531,16349,-3285.79,16,4335.47,23,-3860.859,298,3982.27,15,8465.84,25,7654.357,50,225028485.574,11958,26534.141,11140,
86,140,Rn,,,0.0,0.0,0+, ,7.4,1,M,444.0,6.0,B-,100.0,0.0, , , , , , , , , , , ,1226.653,12190,-3144.73,16,3836.01,41,-5866.808,298,5858.27,15,8936,298,7646.41,46,226030861.382,11247,28747.192,10477,
86,141,Rn,,,0.0,0.0,(5/2), ,20.2,4,S,20.2,0.4,B-,100.0,0.0, , , , , , , , , , , ,3203.388,15276,-2706.02,15,3382,196,-4597.166,298,3932.68,18,9017,298,7630.05,62,227035304.396,15127,32885.834,14091,
86,142,Rn,,,0.0,0.0,0+, ,65,2,S,65.0,2.0,B-,100.0,0.0, , , , , , , , , , , ,1859.244,18916,-2510.30,19,2908,196,-6440.535,401,5713.69,23,9529,299,7621.645,78,228037835.418,18977,35243.465,17677,
86,143,RN,,,0.0,0.0, , ,12.0,+12-13,S,12.0,1.3,B-,100.0,0.0, , , , , , , , , , , ,3694.138,13967,-2093.14,15,2407,298,-5460.6,401,3952.38,22,9611,401,7605.622,57,229042257.276,14000,39362.400,13041,
87,110,Fr,,,0.0,0.0,(7/2-), ,0.6,+30-3,MS,6.0E-4,0.0017,A,100.0,0.0, , , , , , , , , , , ,,,,,7896.38,51,8743.618,57,,,-994.01,56,7673.763,276,197011008.09,58404,10253.971,54404,
87,111,Fr,,,0.0,0.0, , ,15,3,MS,0.015,0.003,A,100.0,0.0, , , , , , , , , , , ,,,,,7869.27,20,10804.382,35,8751.26,63,-774.70,36,7679.205,163,198010278.138,34591,9574.024,32222,
87,112,Fr,,,0.0,0.0, , ,12,+10-4,MS,0.012,0.007,A,0.0,0.0,EC+B+,-1.0,0.0, , , , , , , , ,,,,,7816.77,10,8270.844,40,10873.95,35,-712.78,19,7695.259,69,199007269.389,14734,6771.393,13726,
87,113,Fr,,,0.0,0.0,(3+), ,49,4,MS,0.049,0.004,A,100.0,0.0, , , , , , , , , , , ,,,,,7622.26,4,10137.263,34,8710.21,34,-342.98,48,7700.334,153,200006583.507,32861,6132.498,30611,
87,114,Fr,,,0.0,0.0,(9/2-), ,62,5,MS,0.062,0.005,A,100.0,0.0, , , , , , , , , , , ,-8348.224,22239,,,7518.91,4,7660.901,51,10615.24,32,-304.37,16,7714.836,45,201003852.496,9747,3588.577,9080,
87,115,Fr,,0,0.0,0.0,(3+), ,0.30,5,S,0.3,0.05,A,100.0,0.0, , , , , , , , , , , ,-5978.625,16586,-16911.88,21,7385.83,4,9370.872,19,8563.66,11,120.41,50,7719.038,35,202003323.946,7557,3096.237,7040,
87,116,Fr,,0,0.0,0.0,(9/2-), ,0.55,1,S,0.55,0.01,A,100.0,0.0, , , , , , , , , , , ,-7785.309,38630,-16269.76,16,7274.87,4,7030.116,19,10291.14,9,137.92,19,7731.708,31,203000940.872,6689,876.417,6232,
87,117,Fr,,,0.0,0.0,(3+), ,1.8,3,S,1.8,0.3,A,92.0,2.0,EC+B+,8.0,2.0, , , , , , , , ,-5449.477,28940,-16125.73,45,7170.29,239,8577.503,26,8340.42,25,527.96,31,7734.692,120,204000651.974,26389,607.310,24581,
87,118,Fr,,0,0.0,0.0,(9/2-), ,3.92,4,S,3.92,0.04,A,100.0,0.0, , , , , , , , , , , ,-7148.804,70954,-15437.92,17,7054.71,240,6399.973,9,9988.44,26,628.59,11,7745.686,38,204998593.858,8399,-1309.813,7824,
87,119,Fr,,,0.0,0.0,(2+ 3+),AP,16, ,S,16.0,0.0,A,84.0,0.0,EC,16.0,0.0, , , , , , , , ,-4807.955,33455,-15152.72,76,6923.4,4,7890.549,29,8003.92,29,821.60,29,7746.94,137,205998666.211,30268,-1242.416,28195,
87,120,Fr,5.5720,176,0.0,0.0,9/2-, ,14.8,1,S,14.8,0.1,A,95.0,2.0,EC+B+,5.0,2.0, , , , ,3.89, ,-0.16, ,-6388.826,56008,-14481.20,25,6893.3,20,5790.421,19,9673.24,33,1000.35,20,7756.246,85,206996946.474,18792,-2844.341,17505,
87,121,Fr,5.5729,176,0.0,0.0,7+, ,59.1,3,S,59.1,0.3,A,89.0,3.0,EC+B+,11.0,3.0, , , , ,4.75, ,0, ,-4393.774,14881,-14281.72,55,6784.6,24,6989.672,16,7892.89,21,1320.13,15,7756.903,57,207997138.018,12704,-2665.919,11834,
87,122,Fr,5.5799,176,0.0,0.0,9/2-, ,50.5,7,S,50.5,0.7,A,89.0,3.0,EC+B+,11.0,3.0, , , , ,3.95, ,-0.24, ,-5627.791,15730,-13568.74,17,6777.46,4,5171.477,18,9174.97,19,1402.95,18,7763.688,70,208995953.197,15725,-3769.572,14648,
87,123,Fr,5.5818,176,0.0,0.0,6+, ,3.18,6,M,190.8,3.6,A,60.0,30.0,EC+B+,40.0,30.0, , , , ,4.4, ,0.19, ,-3775.997,17720,-13262.74,16,6671.6,5,6271.565,16,7634.95,21,1681.13,18,7763.075,72,209996421.657,16268,-3333.205,15154,
87,124,Fr,5.5882,176,0.0,0.0,9/2-, ,3.10,2,M,186.0,1.2,A,80.0,0.0,EC,20.0,0.0, , , , ,4, ,-0.19, ,-4972.272,14369,-12654.36,15,6662.25,3,4615.155,14,8878.36,19,1824.45,13,7768.36,57,210995555.259,12872,-4140.249,11991,
87,125,Fr,5.5915,176,0.0,0.0,5+, ,20.0,6,M,1200.0,36.0,EC+B+,57.0,2.0,A,43.0,2.0, , , , ,4.62, ,-0.1, ,-3317,14276,-12419.31,12,6528.99,161,5143.64,9,7447.04,15,2049.53,11,7766.845,41,211996225.453,9420,-3515.968,8775,
87,126,Fr,5.5977,176,0.0,0.0,9/2-, ,34.82,14,S,34.82,0.14,A,99.44,0.05,EC+B+,0.56,0.05, , , , ,4.02, ,-0.14, ,-3898.405,11057,-11425.20,12,6904.85,123,2143.178,6,8108.20,10,2182.21,6,7768.447,24,212996185.861,5465,-3552.848,5091,
87,127,Fr,,,0.0,0.0,(1-), ,5.0,2,MS,0.005,2.0E-4,A,100.0,0.0, , , , , , , , , , , ,-1051.441,10086,-9375.58,13,8588.55,4,3361.035,13,5477.18,10,2551.65,9,7757.74,40,213998970.785,9268,-958.707,8634,
87,128,Fr,,,0.0,0.0,9/2-, ,86,5,NS,8.6E-8,5.0E-9,A,100.0,0.0, , , , , , , , , , , ,-2215.674,10077,-7845.99,9,9540.41,7,1486.626,10,6794.55,11,2651.16,11,7753.26,33,215000341.456,7585,318.065,7066,
87,129,Fr,,,0.0,0.0,(1-), ,0.70,2,US,7.0E-7,2.0E-8,A,100.0,0.0,EC,2.0E-7,-1.0, , , , , , , , ,-320.128,9548,-7634.11,9,9174.26,3,2718.082,7,5418.43,8,3149.46,9,7742.451,19,216003189.445,4480,2970.950,4173,
87,130,Fr,,,0.0,0.0,9/2-, ,19,3,US,1.9E-5,3.0E-6,A,100.0,0.0, , , , , , , , , , , ,-1575.067,9588,-7047.80,11,8469.27,4,656.089,8,6727.68,8,3227.25,9,7737.775,30,217004631.902,7010,4314.590,6531,
87,131,Fr,,,0.0,0.0,1-, ,1.0,6,MS,0.001,6.0E-4,A,100.0,0.0, , , , , , , , , , , ,407.947,12039,-6901.86,8,8014.03,204,1841.77,5,5326.79,8,3888.35,6,7726.715,22,218007578.274,5106,7059.117,4757,
87,132,Fr,,,0.0,0.0,9/2-, ,20,2,MS,0.02,0.002,A,100.0,0.0, , , , , , , , , , , ,-776.515,10772,-6104.72,13,7448.61,182,-211.635,7,6512.67,8,3888.55,7,7721.171,32,219009251.553,7556,8617.767,7039,
87,133,Fr,5.6688,177,0.0,0.0,1+, ,27.4,3,S,27.4,0.3,A,99.65,0.05,B-,0.35,0.05, , , , ,-0.67, ,0.47, ,1212.075,9061,-5983.28,9,6800.74,186,870.243,4,5206.76,8,4636.05,4,7709.742,18,220012326.778,4324,11482.320,4027,
87,134,Fr,5.6790,177,0.0,0.0,5/2-, ,4.9,2,M,294.0,12.0,A,100.0,0.0,B-,0.1,0.0, , , , ,1.58, ,-0.98, ,313.479,6386,-5064.27,10,6457.74,140,-1194.13,8,6276.35,6,4623.76,5,7703.256,22,221014253.757,5245,13277.290,4886,
87,135,Fr,5.6890,177,0.0,0.0,2-, ,14.2,3,M,852.0,18.0,B-,100.0,0.0, , , , , , , ,0.63, ,0.51, ,2057.917,8682,-4657.02,9,5855.03,14,5.899,8,4970.50,9,5382.29,9,7690.947,34,222017582.62,8000,16378.105,7452,
87,136,Fr,5.6951,178,0.0,0.0,3/2(-), ,22.00,7,M,1320.0,4.2,B-,99.994,0.0,A,0.006,0.0, , , , ,1.17, ,1.17, ,1149.085,848,-4009.11,5,5561.4,282,-2007.345,8,6067.03,8,5278.78,227,7683.664,9,223019734.313,2073,18382.394,1932,
87,137,Fr,5.7061,178,0.0,0.0,1(-), ,3.33,10,M,199.8,6.0,B-,100.0,0.0, , , , , , , ,0.4, ,0.517, ,2922.699,11324,-3556.01,11,4947.95,18,-696.482,15,4705.10,11,5930.09,14,7670.367,50,224023348.1,12000,21748.616,11178,
87,138,Fr,5.7112,178,0.0,0.0,3/2-, ,3.95,14,M,237.0,8.4,B-,100.0,0.0, , , , , , , ,1.07, ,1.32, ,1827.501,12158,-3076.62,12,4612.97,18,-2713.531,16,5999.32,16,5913.46,15,7662.94,53,225025572.478,12847,23820.610,11967,
87,139,Fr,5.7190,178,0.0,0.0,1-, ,49,1,S,49.0,1.0,B-,100.0,0.0, , , , , , , ,0.0712, ,-1.35, ,3852.715,6523,-2543.89,7,4142.6,17,-1226.653,12,4371.39,13,6302.57,13,7648.376,28,226029544.515,6688,27520.539,6230,
87,140,Fr,5.7335,179,0.0,0.0,1/2+, ,2.47,3,M,148.2,1.8,B-,100.0,0.0, , , , , , , ,1.5, , , ,2504.734,6213,-2056.70,6,3829.52,15,-3203.389,15,5909.41,9,6353.72,12,7640.715,26,227031865.417,6332,29682.445,5898,
87,141,Fr,5.7399,179,0.0,0.0,2-, ,38,1,S,38.0,1.0,B-,100.0,0.0, , , , , , , ,-0.76, ,2.38, ,4443.953,7021,-1864.81,7,3248.29,23,-1859.244,19,4369.54,9,6790.58,16,7626.368,30,228035839.437,7226,33384.221,6732,
87,142,Fr,,,0.0,0.0, , ,50.2,20,S,50.2,2.0,B-,100.0,0.0, , , , , , , , , , , ,3106.298,16231,-1343.32,5,2849,298,-3694.138,14,5787.28,8,6864.17,18,7618.337,22,229038291.455,5368,35668.262,5001,
87,143,Fr,,,0.0,0.0, , ,19.1,5,S,19.1,0.5,B-,100.0,0.0, , , , , , , , , , , ,4970.462,12198,-1146.51,17,2448,298,-2561.232,196,4252.81,8,7164.60,15,7603.704,28,230042390.791,7022,39486.768,6541,
87,144,Fr,,,0.0,0.0,(1/2+), ,17.6,6,S,17.6,0.6,B-,100.0,0.0, , , , , , , , , , , ,3864.089,13749,-507.05,13,2172,298,-4373.425,298,5477.51,10,7256,196,7594.5,33,231045175.357,8300,42080.575,7731,
87,145,Fr,,,0.0,0.0,(5), ,5.5,6,S,5.5,0.6,B-,100.0,0.0, , , , , , , , , , , ,5575.88,16702,-214.97,18,1964,401,,,4079.06,16,7670,298,7579.347,60,232049461.224,15000,46072.834,13972,
87,146,FR,,,0.0,0.0, , ,0.9,1,S,0.9,0.1,B-,100.0,0.0,B-N,-1.0,0.0, , , , , , , , ,4585.991,21369,351.78,22,1672,401,,,5224.10,24,,,7569.239,84,233052517.838,21000,48920.051,19561,
88,113,RA,,,0.0,0.0,(13/2+), ,1.6,+77-7,MS,0.0016,0.0042,A,100.0,0.0,EC+B+,-1.0,0.0, , , , , , , , ,,,,,8001.53,12,8348.224,22,,,1484.67,37,7669.41,101,201012814.683,21794,11936.801,20301,
88,114,Ra,,,0.0,0.0,0+, ,16,+30-7,MS,0.016,0.019,A,100.0,0.0, , , , , , , , , , , ,,,,,7880.3,7,5978.624,17,10933.26,25,1802.69,18,7685.568,74,202009742.264,16122,9074.861,15018,
88,115,Ra,,,0.0,0.0,(3/2-), ,31,+17-9,MS,0.031,0.013,A,100.0,0.0, , , , , , , , , , , ,,,,,7736.26,6,7785.309,39,8484.45,41,1723.48,39,7689.503,188,203009298.745,40928,8661.726,38124,
88,116,Ra,,,0.0,0.0,0+, ,57,+11-5,MS,0.057,0.008,A,100.0,0.0, , , , , , , , , , , ,,,,,7636.64,7,5449.477,29,10676.26,41,2108.60,17,7704.144,75,204006502.228,16396,6056.787,15273,
88,117,Ra,,,0.0,0.0,(3/2-), ,210,+60-40,MS,0.21,0.05,A,100.0,0.0,EC+B+,-1.0,0.0, , , , , , , , ,-8267.702,86923,,,7486.4,50,7148.804,71,8289.11,72,2057.29,75,7706.998,344,205006268.415,75707,5838.991,70521,
88,118,Ra,,,0.0,0.0,0+, ,0.24,2,S,0.24,0.02,A,100.0,0.0, , , , , , , , , , , ,-9913.913,53608,-18612.47,54,7415.26,4,4807.955,33,10344.77,73,2413.62,20,7719.802,87,206003827.763,19332,3565.539,18008,
88,119,Ra,,,0.0,0.0,(3/2- 5/2-), ,1.35,-13+22,S,1.35,0.18,A,86.0,0.0,EC+B+,14.0,0.0, , , , , , , , ,-7601.748,73276,-18006.28,73,7273.27,50,6388.826,56,8092.37,56,2502.07,60,7721.602,257,207003805.161,57115,3544.485,53202,
88,120,Ra,5.5850,183,0.0,0.0,0+, ,1.3,2,S,1.3,0.2,A,95.0,-1.0,EC+B+,5.0,-1.0, , , , , , , , ,-9025.38,56442,-17489.69,51,7273.13,5,4393.775,15,9887.95,54,2716.77,20,7732.017,43,208001854.929,9686,1727.856,9023,
88,121,Ra,5.5853,182,0.0,0.0,5/2-, ,4.8,2,S,4.8,0.2,A,100.0,0.0, , , , , , , ,0.852, ,0.39, ,-6985.59,50934,-16966.33,56,7143.09,269,5627.791,16,7940.95,11,2764.83,13,7733.017,27,209001994.879,6169,1858.219,5747,
88,122,Ra,5.5917,180,0.0,0.0,0+, ,3.7,2,S,3.7,0.2,A,96.0,0.0,EC+B+,4.0,0.0, , , , , , , , ,-8346.908,58133,-16472.33,51,7150.84,3,3775.997,18,9486.74,11,3076.61,17,7741.368,44,210000475.356,9868,442.792,9193,
88,123,Ra,5.5929,179,0.0,0.0,5/2(-), ,13,2,S,13.0,2.0,A,93.0,0.0,EC+B+,7.0,0.0, , , , ,0.878, ,0.46, ,-6370.191,53564,-16028.99,58,7041.87,3,4972.272,14,7682.09,12,3123.74,17,7741.087,38,211000893.213,8500,832.023,7918,
88,124,Ra,5.5991,177,0.0,0.0,0+, ,13.0,2,S,13.0,0.2,A,85.0,0.0,EC+B+,15.0,0.0, , , , , , , , ,-7476.266,52601,-15472.50,54,7031.71,167,3317.0,14,9102.31,14,3347.69,16,7747.508,53,211999786.399,12091,-198.968,11263,
88,125,Ra,5.6020,177,0.0,0.0,1/2-, ,2.73,5,M,163.8,3.0,A,80.0,5.0,EC+B+,20.0,5.0, , , , ,0.6133, , , ,-5809.134,18156,-15003.06,52,6861.69,227,3898.405,11,7526.79,15,3427.45,13,7746.472,46,213000370.97,10540,345.557,9818,
88,126,Ra,5.6079,177,0.0,0.0,0+, ,2.46,3,S,2.46,0.03,A,99.941,0.004,EC,0.059,0.004, , , , , , , , ,-6351.12,16232,-14133.27,16,7272.59,261,1051.441,10,8324.14,11,3643.39,7,7749.171,25,214000099.554,5636,92.734,5250,
88,127,Ra,,,0.0,0.0,(9/2+), ,1.66,2,MS,0.00166,2.0E-5,A,100.0,0.0, , , , , , , , , , , ,-3496.877,14551,-11981.43,17,8864.23,3,2215.674,10,5630.31,9,3796.53,11,7739.316,35,215002720.08,8172,2533.739,7613,
88,128,Ra,,,0.0,0.0,0+, ,182,10,NS,1.82E-7,1.0E-8,A,100.0,0.0,EC,1.0E-8,0.0, , , , , , , , ,-4853.317,13921,-10810.86,15,9525.77,8,320.127,10,7313.98,11,4315.96,11,7737.347,40,216003533.117,9379,3291.077,8737,
88,129,Ra,,,0.0,0.0,(9/2+), ,1.6,2,US,1.6E-6,2.0E-7,A,100.0,0.0, , , , , , , , , , , ,-2814.017,13430,-10326.06,13,9160.77,6,1575.066,10,5472.74,11,4370.26,8,7726.911,33,217006322.806,7731,5889.656,7202,
88,130,Ra,,,0.0,0.0,0+, ,25.2,3,US,2.52E-5,3.0E-7,A,100.0,0.0, , , , , , , , , , , ,-4192.439,51931,-10123.82,16,8546,6,-407.947,12,7309.80,13,4952.39,13,7724.998,51,218007140.325,11997,6651.170,11176,
88,131,Ra,,,0.0,0.0,(7/2)+, ,10,3,MS,0.01,0.003,A,100.0,0.0, , , , , , , , , , , ,-2175.199,51142,-9520.64,51,8137.93,3,776.515,11,5328.21,14,4953.81,9,7714.053,38,219010085.176,8865,9394.282,8258,
88,132,Ra,5.6683,214,0.0,0.0,0+, ,18,2,MS,0.018,0.002,A,100.0,0.0, , , , , , , , , , , ,-3473.437,10141,-9370.55,51,7592.46,6,-1212.075,9,7195.35,12,5636.49,11,7711.696,37,220011025.562,8843,10270.245,8237,
88,133,Ra,5.6795,228,0.0,0.0,5/2+, ,28,2,S,28.0,2.0,A,100.0,0.0, , , , , , , ,-0.1799, ,1.98, ,-1559.298,50603,-8851.19,7,6880.39,195,-313.479,7,5377.75,9,5807.48,6,7701.135,21,221013917.224,4970,12963.811,4630,
88,134,Ra,5.6874,239,0.0,0.0,0+, ,38.0,5,S,38.0,0.5,A,100.0,0.0,14C,3.0E-8,1.0E-8, , , , , , , , ,-2301.285,6637,-8274.24,51,6677.93,4,-2057.917,9,6714.94,6,6246.07,7,7696.692,20,222015373.355,4781,14320.188,4454,
88,135,Ra,5.6973,253,0.0,0.0,3/2+, ,11.43,5,D,987552.0,4320.0,A,100.0,0.0,14C,8.9E-8,4.0E-9,14C,7.7E-8, , ,0.2705, ,1.254, ,-592.573,7128,-7459.48,6,5978.99,21,-1149.085,2846,5158.20,5,6433.77,8,7685.309,9,223018500.719,2244,17233.309,2090,
88,136,Ra,5.7046,263,0.0,0.0,0+, ,3.6319,23,D,313796.16,198.72,A,100.0,0.0,14C,4.0E-9,1.0E-9, , , , , , , , ,-1408.219,4086,-7071.28,7,5788.92,15,-2922.699,11,6478.71,225,6845.45,211,7679.922,8,224020210.453,1945,18825.917,1813,
88,137,Ra,5.7150,279,0.0,0.0,1/2+, ,14.9,2,D,1287360.0,17280.0,B-,100.0,0.0,A,0.026, , , , , ,-0.7338, , , ,355.763,5007,-6312.34,5,5096.77,5,-1827.501,12,4904.12,279,7044.48,11,7667.586,12,225023610.574,2787,21993.109,2596,
88,138,Ra,5.7211,288,0.0,0.0,0+, ,1600,7,Y,5.049216E10,2.209032E8,A,100.0,0.0,14C,3.2E-9,1.6E-9, , , , , , , , ,-641.44,3274,-6040.84,5,4870.7,25,-3852.715,7,6396.60,285,7441.76,12,7661.962,9,226025408.455,2075,23667.824,1933,
88,139,Ra,5.7283,300,0.0,0.0,3/2+, ,42.2,5,M,2532.0,30.0,B-,100.0,0.0, , , , , , , ,-0.4038, ,1.53, ,1328.132,2265,-5202.87,3,4363.06,8,-2504.734,6,4561.43,27,7631.80,7,7648.303,9,227029176.474,2095,27177.711,1952,
88,140,Ra,5.7370,315,0.0,0.0,0+, ,5.75,3,Y,1.814562E8,946728.0,B-,100.0,0.0, , , , , , , , , , , ,45.54,634,-4980.63,234,4070.25,10,-4443.953,7,6308.76,234,8031.15,6,7642.428,9,228031068.657,2142,28940.268,1996,
88,141,Ra,5.7455,329,0.0,0.0,5/2+, ,4.0,2,M,240.0,12.0,B-,100.0, ,A,100.0,0.0, , , , ,0.5025, ,2.96, ,1872.03,19623,-4404.08,16,3602.91,19,-3106.299,16,4449.62,16,8111.23,17,7628.485,67,229034956.707,16576,32561.963,15441,
88,142,Ra,5.7551,346,0.0,0.0,0+, ,93,2,M,5580.0,120.0,B-,100.0,0.0, , , , , , , , , , , ,677.924,18888,-4244.94,16,3344.2,15,-4970.462,12,6116.97,19,8440.93,11,7621.914,45,230037054.78,11053,34516.306,10296,
88,143,Ra,,,0.0,0.0,(5/2+), ,104,1,S,104.0,1.0,B-,100.0,0.0, , , , , , , , , , , ,2453.636,17301,-3693.21,19,2905.74,18,-3864.089,14,4371.14,15,8559.25,13,7607.841,49,231041027.086,12206,38216.486,11370,
88,144,Ra,5.7714,375,0.0,0.0,0+, ,4.2,8,M,252.0,48.0,B-,100.0,0.0, , , , , , , , , , , ,1342.534,15931,-3337.21,16,2828.57,20,-5575.881,17,5790.85,15,8872.59,12,7600.009,39,232043475.27,9823,40496.953,9151,
