Z,N,symb,radius, unc, energy, unc, jp, half-life operator, half_life, unc,unit, half_life [s], unc, decay, decay %, unc, decay, decay %, unc, decay, decay %, unc,isospin,magn. dipole, unc, elect. quad , unc,Qb-,unc,Qb- n,unc,Qa, unc, Qec, unc,Sn,unc, Sp,unc,Binding/A,unc,atomic mass, unc, mass excess,unc
78,106,Pt,5.4015,36,0.0,0.0,0+, ,17.3,2,M,1038.0,12.0,EC+B+,100.0,0.0,A,0.001,0.0, , , , , , , , ,-7015.533,27185,-15214.08,18,4598.65,8,2276.608,32,9633.07,22,4419.90,29,7942.574,85,183959920.039,16730,-37334.243,15584,
78,107,Pt,5.4148,28,0.0,0.0,9/2+, ,70.9,24,M,4254.0,144.0,EC+B+,100.0,0.0, , , , , , , ,-0.774, ,4.3, ,-4829.997,25963,-14440.75,34,4436.91,10,3647.413,38,7425.21,30,4366.26,38,7939.777,140,184960613.659,27731,-36688.140,25832,
78,108,Pt,5.4037,36,0.0,0.0,0+, ,2.08,5,H,7488.0,180.0,EC+B+,100.0,0.0,A,1.4E-4,0.0, , , , , , , , ,-6149.591,30207,-14077.62,22,4319.75,18,1307.903,27,9247.62,34,4817.86,35,7946.809,117,185959350.846,23344,-37864.443,21745,
78,109,Pt,5.4063,37,0.0,0.0,3/2-, ,2.35,3,H,8460.0,108.0,EC+B+,100.0,0.0, , , , , , , ,-0.401, ,-0.99, ,-3657.212,27377,-13041.51,32,4554.08,55,2864.322,37,6891.92,32,4801.67,29,7941.168,129,186960616.976,25816,-36685.050,24048,
78,110,Pt,5.4053,34,0.0,0.0,0+, ,10.2,3,D,881280.0,25920.0,EC,99.999974,3.0E-6,A,2.6E-5,3.0E-6, , , , , , , , ,-5449.621,5953,-12864.41,23,4006.69,5,523.978,11,9207.20,25,5560.53,28,7947.902,28,187959397.56,5694,-37820.929,5304,
78,111,Pt,5.4060,35,0.0,0.0,3/2-, ,10.87,12,H,39132.0,432.0,EC+B+,100.0,0.0, , , , , , , ,-0.421, ,-1.03, ,-2887.394,22474,-12169.36,10,3911.62,10,1980.238,16,6719.74,11,5413.41,14,7941.403,53,188960848.542,10832,-36469.348,10090,
78,112,Pt,5.4108,30,0.0,0.0,0+, ,6.5E+11,3,Y,2.051244E19,9.46728E17,A,100.0,0.0, , , , , , , , , , , ,-4472.917,3509,-11795.81,20,3268.58,59,-552.906,1519,8908.42,10,6145.83,13,7946.493,3,189959949.876,704,-37306.450,657,
78,113,Pt,5.4102,31,0.0,0.0,3/2-, ,2.83,2,D,244512.0,1728.0,EC,100.0,0.0, , , , , , , ,-0.501, ,-0.89, ,-1900.333,6426,-10936.02,5,3095.79,4,1010.519,4,6463.10,4,6233.66,4,7938.727,22,190961676.363,4430,-35698.237,4127,
78,114,Pt,5.4169,28,0.0,0.0,0+, ,STABLE, , , , , , , , , , , , , , , , , , ,-3516.341,15617,-10561.87,6,2423.86,252,-1452.896,2886,8661.54,287,6868.67,227,7942.491,13,191961042.736,2758,-36288.457,2570,
78,115,Pt,5.4191,27,0.0,0.0,1/2-, ,50,6,Y,1.57788E9,1.893456E8,EC,100.0,0.0, , , , , , , ,0.603, , , ,-1074.787,8768,-9778.81,16,2082.22,122,56.627,19,6262.47,229,6933.02,36,7933.786,7,192962984.616,1458,-34479.608,1359,
78,116,Pt,5.4236,25,0.0,0.0,0+, ,STABLE, , , , , , , , , , , , , , , , , , ,-2548.134,2117,-9426.57,9,1522.78,48,-2228.362,1421,8351.78,129,7512.81,125,7935.941,3,193962683.527,532,-34760.070,496,
78,117,Pt,5.4270,26,0.0,0.0,1/2-, ,STABLE, , , , , , , , , , , , , , ,0.60952, , , ,-226.817,1000,-8653.23,212,1176.42,50,-1101.598,1425,6105.10,12,7551.11,126,7926.552,3,194964794.353,539,-32793.849,503,
78,118,Pt,5.4307,27,0.0,0.0,0+, ,STABLE, , , , , , , , , , , , , , , , , , ,-1505.803,2960,-8148.80,101,812.77,227,-3209.017,38,7921.98,13,8241.23,127,7926.529,3,195964954.675,547,-32644.510,510,
78,119,Pt,,,0.0,0.0,1/2-, ,19.8915,19,H,71609.4,6.84,B-,100.0,0.0, , , , , , , ,0.51, , , ,719.988,502,-7352.36,3,549.62,229,-2155.645,20,5846.56,26,8273.23,38,7915.971,3,196967343.053,575,-30419.750,536,
78,120,Pt,5.4383,32,0.0,0.0,0+, ,STABLE, , , , ,2B-,-1.0,0.0,2B-, , , , , , , , , , ,-323.219,2059,-6835.58,206,106.19,3,-4082.999,196,7555.57,206,8928.86,20,7914.15,11,197967896.734,2254,-29903.999,2100,
78,121,Pt,,,0.0,0.0,5/2-, ,30.80,21,M,1848.0,12.6,B-,100.0,0.0, , , , , , , , , , , ,1705.059,2120,-5879.22,212,-302,56,-2990.167,41,5556.00,50,8857,196,7902.3,11,198970597.038,2317,-27388.682,2159,
78,122,Pt,,,0.0,0.0,0+, ,12.6,3,H,45360.0,1080.0,B-,100.0,0.0, , , , , , , , , , , ,640.932,33439,-5576.74,20,-746.97,45,-4988.16,197,7281.79,20,9489.62,46,7899.198,101,199971444.625,21588,-26599.160,20110,
78,123,Pt,,,0.0,0.0,(5/2-), ,2.5,1,M,150.0,6.0,B-,100.0,0.0, , , , , , , , , , , ,2660,50000,-4571.94,57,-857,202,-3843.714,202,5212.87,54,9419,202,7885.833,249,200974513.293,53788,-23740.714,50103,
78,124,Pt,,,0.0,0.0,0+, ,44,15,H,158400.0,54000.0,B-,100.0,0.0, , , , , , , , , , , ,1660.854,34276,-4362.73,25,-1280,197,-5916.125,299,7022.73,56,10084,197,7881.56,125,201975639,27000,-22692.125,25150,
78,125,PT,,,0.0,0.0,(1/2-), ,10,3,S,10.0,3.0,B-,100.0,0.0, , , , , , , , , , , ,3517,196,-3345,197,-1568,277,-4937.0,446,5006,197,10139,357,7867,1,202978930,210,-19627,196,
78,126,PT,,,0.0,0.0,0+, ,10.3,14,S,10.3,1.4,B-,100.0,0.0, , , , , , , , , , , ,2728,280,-2850,196,-1568,357,-8234.0,446,6367,277,10521,446,7860,1,203980760,210,-17922,196,
78,127,PT,,,0.0,0.0, ,GT,300, ,NS,3.0E-7,5.0E15,B-,-1.0,0.0, , , , , , , , , , , ,5803,357,-388,359,-152,422,-7006.0,585,3116,357,10568,499,7837,1,204986080,320,-12966,298,
78,128,Pt,,,0.0,0.0,0+,GT,160, ,NS,1.6E-7,5.0E15,B-,-1.0,0.0,B-N,-1.0,0.0, , , , , , , , ,4583,422,1067,357,1031,499,,,4737,422,10961,585,7822,1,205989660,320,-9632,298,
78,129,Pt,,,0.0,0.0, ,GT,160, ,NS,1.6E-7,5.0E15,B-,-1.0,0.0,B-N,-1.0,0.0, , , , , , , , ,6270,500,1603,499,675,566,,,2980,499,,,7798,2,206995126,430,-4540,401,
78,130,Pt,,,0.0,0.0,0+,GT,160, ,NS,1.6E-7,5.0E15,B-,-1.0,0.0,B-N,-1.0,0.0, , , , , , , , ,5111,499,1748,500,,,,,4521,566,,,7783,2,207998937,429,-990,400,
79,101,Au,,,0.0,0.0, , ,8.4,6,S,8.4,0.6,EC+B+,98.2,0.0,A,1.8,0.0, , , , , , , , ,-5375.062,13524,-16768.69,28,5827.9,17,8810.368,12,8708.26,13,646.33,9,7870.318,27,179972489.883,5137,-25625.509,4786,
79,102,Au,,,0.0,0.0,(3/2-), ,13.7,14,S,13.7,1.4,EC+B+,97.3,0.5,A,2.7,0.5, , , , , , , , ,-7210,25212,-15692.01,24,5751.37,293,6510.375,24,10316.94,21,724.23,23,7883.835,110,180970079.103,21445,-27871.136,19976,
79,103,Au,,,0.0,0.0,(2+), ,15.5,4,S,15.5,0.4,EC+B+,99.87,0.05,A,0.13,0.05, , , , ,1.3, , , ,-4723.846,22501,-15710.95,25,5526.2,4,7867.681,24,8500.95,28,1208.23,24,7887.226,111,181969617.874,21749,-28300.768,20260,
79,104,Au,5.4247,43,0.0,0.0,(5/2)-, ,42.8,10,S,42.8,1.0,EC+B+,99.45,0.25,A,0.55,0.25, , , , ,1.972, , , ,-6386.809,11789,-14685.88,14,5465.32,294,5581.004,18,9962.03,22,1312.00,16,7898.564,51,182967588.108,10116,-30191.483,9423,
79,105,Au,5.4306,41,0.0,0.0,5+, ,20.6,9,S,20.6,0.9,EC+B+,100.0,0.0,A,0.016,0.0, , , , ,2.07, ,4.65, ,-3969.745,24442,-14585.35,23,5233.9,5,7015.533,27,8198.54,24,1835.19,27,7900.194,121,183967451.524,23912,-30318.710,22275,
79,106,Au,5.4296,41,0.0,0.0,5/2-, ,4.25,6,M,255.0,3.6,EC+B+,99.74,0.06,A,0.26,0.06, , , , ,2.17, , , ,-5674.477,13886,-13580.50,10,5179.97,5,4829.997,26,9610.75,22,1812.87,16,7909.44,14,184965798.874,2800,-31858.143,2608,
79,107,Au,5.4354,39,0.0,0.0,3-, ,10.7,5,M,642.0,30.0,EC+B+,100.0,0.0,A,8.0E-4,2.0E-4, , , , ,-1.272, ,3.1, ,-3175.756,23987,-13602.50,25,4911.91,14,6149.591,30,7928.03,21,2315.68,33,7909.54,113,185965952.703,22509,-31714.852,20967,
79,108,Au,5.4018,57,0.0,0.0,1/2(+), ,8.3,2,M,498.0,12.0,EC+B+,100.0,0.0,A,0.003,-1.0, , , , ,0.531, , , ,-4909.908,26287,-12560.06,25,4750.56,29,3657.212,33,9384.30,31,2452.37,31,7917.427,119,186964543.155,23948,-33027.838,22308,
79,109,Au,5.4049,55,0.0,0.0,1(-), ,8.84,6,M,530.4,3.6,EC+B+,100.0,0.0, , , , , , , ,-0.067, , , ,-2169.394,12569,-12324.69,14,4814.63,28,5449.621,6,7414.79,22,2975.23,24,7914.753,14,187965247.969,2900,-32371.308,2701,
79,110,Au,5.4084,52,0.0,0.0,1/2+, ,28.7,3,M,1722.0,18.0,EC+B+,100.0,0.0,A,3.0E-5,0.0, , , , ,0.494, , , ,-3955.554,37401,-11451.36,24,4328.68,34,2887.393,22,9281.96,20,3050.00,21,7921.987,106,188963948.286,21558,-33581.955,20081,
79,111,Au,5.4109,49,0.0,0.0,1-, ,42.8,10,M,2568.0,60.0,EC+B+,100.0,0.0,A,1.0E-6,0.0, , , , ,-0.065, , , ,-1462.836,16276,-11278.45,32,3913.9,17,4472.917,4,7322.90,20,3653.16,11,7918.834,18,189964751.75,3700,-32833.533,3447,
79,112,Au,5.4147,46,0.0,0.0,3/2+, ,3.18,8,H,11448.0,288.0,EC+B+,100.0,0.0, , , , , , , ,0.1369, ,0.73, ,-3206.008,22710,-10498.52,17,3326.55,28,1900.333,6,9035.69,6,3780.42,5,7924.681,26,190963716.455,5288,-33797.904,4926,
79,113,Au,5.4179,44,0.0,0.0,1-, ,4.94,9,H,17784.0,324.0,EC+B+,100.0,0.0, , , , , , , ,-0.0107, ,-0.228, ,-760.563,22178,-10251.54,27,3147.88,18,3516.341,16,7045.53,17,4362.85,16,7920.102,82,191964817.684,16991,-32772.116,15827,
79,114,Au,5.4221,42,0.0,0.0,3/2+, ,17.65,15,H,63540.0,540.0,EC+B+,100.0,0.0, , , , , , , ,0.1396, ,0.664, ,-2342.642,14370,-9464.59,18,2619.85,15,1074.787,9,8704.02,18,4405.33,9,7924.164,45,192964138.447,9311,-33404.821,8674,
79,115,Au,5.4252,40,0.0,0.0,1-, ,38.02,10,H,136872.0,360.0,EC+B+,100.0,0.0, , , , , , , ,0.0763, ,-0.24, ,-27.991,3581,-9221.07,16,2116.69,248,2548.134,2175,6878.43,9,5021.30,247,7918.774,11,193965419.062,2273,-32211.936,2118,
79,116,Au,5.4298,40,0.0,0.0,3/2+, ,186.01,6,D,1.6071264E7,5184.0,EC,100.0,0.0, , , , , , , , , , , ,-1553.638,23156,-8454.40,3,1716.81,159,226.818,1227,8426.41,234,5095.93,101,7921.377,6,194965037.851,1201,-32567.031,1119,
79,117,Au,5.4332,39,0.0,0.0,2-, ,6.1669,6,D,532820.16,51.84,EC+B+,93.0,0.3,B-,7.0,0.3, , , , , , , , ,687.235,3118,-8196.63,23,1271.94,3,1505.804,3,6642.99,3,5633.83,3,7914.855,15,195966571.221,3179,-31138.706,2962,
79,118,Au,5.4371,38,0.0,0.0,3/2+, ,STABLE, , , , , , , , , , , , , , , , , , ,-599.509,3202,-7385.11,294,971.58,135,-719.988,762,8072.35,294,5784.20,53,7915.654,3,196966570.114,581,-31139.738,542,
79,119,Au,5.4400,38,0.0,0.0,2-, ,2.6941,2,D,232770.24,17.28,B-,100.0,0.0, , , , , , , ,0.5934, ,0.64, ,1373.53,490,-7111.87,3,526.01,136,323.218,2168,6512.36,9,6450.00,51,7908.567,3,197968243.724,579,-29580.781,540,
79,120,Au,5.4454,39,0.0,0.0,3/2+, ,3.139,7,D,271209.6,604.8,B-,100.0,0.0, , , , , , , ,0.2715, ,0.51, ,452.327,613,-6210.75,49,173.59,136,-1705.059,2226,7584.28,6,6478.71,206,7906.937,3,198968766.582,581,-29093.741,542,
79,121,Au,,,0.0,0.0,(1-), ,48.4,3,M,2904.0,18.0,B-,100.0,0.0, , , , , , , , , , , ,2263.178,26719,-5765.34,27,-229.51,47,-640.932,33,6217.67,27,7140.38,27,7898.491,134,199970756.556,28681,-27240.092,26717,
79,122,Au,,,0.0,0.0,3/2+, ,26.0,8,M,1560.0,48.0,B-,100.0,0.0, , , , , , , , , , , ,1261.827,3147,-4968.76,3,-561.52,20,-2660.0,50,7231.94,27,7090.52,20,7895.175,16,200971657.665,3454,-26400.714,3218,
79,123,Au,,,0.0,0.0,(1-), ,28.4,12,S,28.4,1.2,B-,100.0,0.0, , , , , , , , , , , ,2992.345,23298,-4761.75,23,-957,197,-1660.854,34,6023.58,24,7901.24,55,7885.909,115,201973856,25000,-24352.979,23287,
79,124,Au,,,0.0,0.0,3/2+, ,60,6,S,60.0,6.0,B-,100.0,0.0, , , , , , , , , , , ,2125.829,3451,-3869.43,3,-1169.84,41,-3516.436,196,6861.77,23,7740.28,25,7880.864,15,202975154.498,3309,-23143.436,3083,
79,125,Au,,,0.0,0.0,(2-), ,39.8,9,S,39.8,0.9,B-,100.0,0.0, , , , , , , , , , , ,4040,200,-3452,200,-1464,280,-2728.0,280,5578,200,8313,280,7870,1,203977831,215,-20650,200,
79,126,Au,,,0.0,0.0,(3/2+), ,31,2,S,31.0,2.0,B-,100.0,0.0, , , , , , , , , , , ,3518,196,-2151,196,-1298,277,-5804.0,357,6191,280,8137,277,7861,1,204979850,210,-18770,196,
79,127,AU,,,0.0,0.0,5+ 6+, ,40,15,S,40.0,15.0,B-,100.0,0.0, , , , , , , , , , , ,6731,299,2,298,137,422,-4583.0,421,3516,357,8537,422,7840,1,205984740,320,-14215,298,
79,128,AU,,,0.0,0.0, ,GT,300, ,NS,3.0E-7,5.0E15,B-,-1.0,0.0,B-N,-1.0,0.0, , , , , , , , ,5677,301,2064,301,1455,500,-6270.0,501,4667,423,8467,423,7825,1,206988395,322,-10810,300,
79,129,AU,,,0.0,0.0, ,GT,300, ,NS,3.0E-7,5.0E15,B-,-1.0,0.0,B-N,-1.0,0.0, , , , , , , , ,7164,300,2315,300,1161,499,-5111.0,499,3363,423,8850,499,7804,1,207993450,320,-6101,298,
79,130,AU,,,0.0,0.0,(3/2+),GT,300, ,NS,3.0E-7,5.0E15,B-,100.0,0.0, , , , , , , , , , , ,6104,426,2654,401,995,642,,,4510,499,8839,565,7788,2,208997273,429,-2540,400,
79,131,AU,,,0.0,0.0, ,GT,300, ,NS,3.0E-7,5.0E15,B-,-1.0,0.0,B-N,-1.0,0.0, , , , , , , , ,7694,446,2902,427,,,,,3202,566,,,7766,2,210002500,430,2329,401,
80,101,Hg,5.4364,32,0.0,0.0,1/2-, ,3.6,1,S,3.6,0.1,EC+B+,73.0,2.0,A,27.0,2.0,ECP,0.013,0.003, ,0.5071, , , ,-7862.401,17876,-19345.81,62,6284.39,4,7210.0,25,8482.01,20,2324.60,16,7839.679,85,180977819.357,16513,-20661.136,15382,
80,102,Hg,5.3833,52,0.0,0.0,0+, ,10.83,6,S,10.83,0.06,EC+B+,86.2,0.9,A,13.8,0.9, , , , , , , , ,-10248.994,15363,-18849.50,13,5995.68,5,4723.846,23,10987.10,18,2994.76,22,7856.972,54,181974689.132,10510,-23576.922,9790,
80,103,Hg,5.4405,31,0.0,0.0,1/2-, ,9.4,7,S,9.4,0.7,EC+B+,88.3,2.0,A,11.7,2.0,ECP,2.6E-4,6.0E-5, ,0.524, , , ,-7217.417,11716,-18548.06,14,6038.56,4,6386.809,12,8299.07,12,2792.88,21,7859.388,39,182974444.629,7604,-23804.674,7084,
80,104,Hg,5.3949,47,0.0,0.0,0+, ,30.87,26,S,30.87,0.26,EC+B+,98.89,0.06,A,1.11,0.06, , , , , , , , ,-9465.723,14200,-17833.03,14,5662,4,3969.745,24,10615.61,12,3446.45,14,7874.367,55,183971713.221,10802,-26348.965,10062,
80,105,Hg,5.4397,31,0.0,0.0,1/2-, ,49.1,10,S,49.1,1.0,EC+B+,94.0,1.0,A,6.0,1.0, , , , ,0.508, , , ,-6425.925,24767,-17371.74,17,5772.93,4,5674.477,14,7906.02,17,3153.93,26,7874.538,74,184971890.676,14641,-26183.666,13639,
80,106,Hg,5.4017,43,0.0,0.0,0+, ,1.38,6,M,82.8,3.6,EC+B+,99.984,0.005,A,0.016,0.005, , , , , , , , ,-8652.484,25209,-16852.67,24,5204.44,10,3175.755,24,10426.75,18,3969.92,12,7888.26,63,185969362.017,12507,-28539.097,11650,
80,107,Hg,5.4046,42,0.0,0.0,3/2(-), ,1.9,3,M,114.0,18.0,EC+B+,100.0,0.0,A,3.7E-4,0.0, , , , ,-0.594, ,-0.75, ,-5673.343,16067,-16302.63,26,5229.64,14,4909.908,26,7650.15,18,3692.05,25,7886.987,74,186969814.158,14928,-28117.930,13905,
80,108,Hg,5.4085,40,0.0,0.0,0+, ,3.25,15,M,195.0,9.0,EC+B+,99.999963,8.0E-6,A,3.7E-5,8.0E-6, , , , , , , , ,-7865.513,32325,-15828.64,15,4707.41,16,2169.394,13,10155.30,19,4463.05,25,7899.052,65,187967576.91,13178,-30201.914,12275,
80,109,Hg,5.4100,40,0.0,0.0,3/2-, ,7.6,1,M,456.0,6.0,EC+B+,100.0,0.0,A,3.0E-5,0.0, , , , ,-0.6086, ,-0.8, ,-5010.3,32643,-15361.32,43,4636.82,41,3955.554,37,7495.80,34,4544.06,32,7896.919,167,188968194.748,33873,-29626.401,31553,
80,110,Hg,5.4158,37,0.0,0.0,0+, ,20.0,5,M,1200.0,30.0,EC+B+,100.0,0.0,A,3.4E-7,0.0, , , , , , , , ,-6998.67,17782,-14825.91,18,4068.83,27,1462.836,16,9815.61,35,5077.71,26,7907.017,84,189966322.169,17076,-31370.697,15907,
80,111,Hg,5.4171,37,0.0,0.0,3/2(-), ,49,10,M,2940.0,600.0,EC+B+,100.0,0.0, , , , , , , , , , , ,-4308.951,23461,-14291.19,24,3668.24,33,3206.008,23,7292.52,27,5047.33,23,7903.8,117,190967158.247,23918,-30591.896,22280,
80,112,Hg,5.4232,35,0.0,0.0,0+, ,4.85,20,H,17460.0,720.0,EC,100.0,0.0, , , , , , , , , , , ,-6139.307,35277,-13799.92,17,3384.46,16,760.563,22,9490.97,27,5502.62,16,7912.066,81,191965634.182,16679,-32011.553,15537,
80,113,Hg,5.4238,35,0.0,0.0,3/2(-), ,3.80,15,H,13680.0,540.0,EC+B+,100.0,0.0, , , , , , , ,-0.62757, , , ,-3584.967,16894,-13261.25,35,2982.25,18,2342.642,18,7121.94,22,5579.03,22,7907.972,80,192966653.377,16645,-31062.179,15505,
80,114,Hg,5.4309,33,0.0,0.0,0+, ,444,77,Y,1.40115744E10,2.4299352E9,EC,100.0,0.0, , , , , , , , , , , ,-5246.454,14268,-12778.05,7,2697.59,3,27.991,4,9193.08,16,6068.09,9,7914.597,15,193965449.111,3100,-32183.945,2888,
80,115,Hg,5.4345,32,0.0,0.0,1/2-, ,10.53,3,H,37908.0,108.0,EC+B+,100.0,0.0, , , , , , , ,0.5414749, , , ,-2858.145,25657,-12147.22,27,2259.93,24,1553.638,23,6900.76,23,6090.43,23,7909.397,119,194966705.751,24843,-31013.393,23142,
80,116,Hg,5.4385,31,0.0,0.0,0+, ,STABLE, , , , , , , , , , , , , , , , , , ,-4329.349,12463,-11742.01,11,2037.6,4,-687.235,4,8883.87,23,6547.88,3,7914.369,15,195965833.444,3163,-31825.941,2946,
80,117,Hg,5.4412,31,0.0,0.0,1/2-, ,64.14,5,H,230904.0,180.0,EC,100.0,0.0, , , , , , , , , , , ,-2198.58,16637,-11114.95,13,1514.46,3,599.509,3,6785.61,148,6690.49,3,7908.64,16,196967213.713,3442,-30540.229,3207,
80,118,Hg,5.4463,31,0.0,0.0,0+, ,STABLE, , , , , , , , , , , , , , , , , , ,-3425.564,7559,-10683.98,16,1380.84,59,-1373.529,708,8485.40,3,7103.54,50,7911.552,2,197966769.179,491,-30954.310,458,
80,119,Hg,5.4474,31,0.0,0.0,1/2-, ,STABLE, , , , , , , , , , , , , , ,0.5058855, , , ,-1486.674,27950,-10088.64,8,822.87,66,-452.327,755,6663.07,57,7254.26,61,7905.279,3,198968280.989,564,-29546.068,526,
80,120,Hg,5.4551,31,0.0,0.0,0+, ,STABLE, , , , , , , , , , , , , , , , , , ,-2456.04,5735,-9515.19,28,716.32,67,-2263.178,27,8028.52,11,7698.50,62,7905.895,3,199968326.934,568,-29503.270,529,
80,121,Hg,5.4581,32,0.0,0.0,3/2-, ,STABLE, , , , , , , , , , , , , , ,-0.5602257, ,0.387, ,-481.704,14181,-8686.63,6,332.29,84,-1261.828,3,6230.59,59,7711.42,27,7897.56,4,200970303.038,763,-27662.542,711,
80,122,Hg,5.4648,33,0.0,0.0,0+, ,STABLE, , , , , , , , , , , , , , , , , , ,-1365.108,1636,-8235.80,14,133.76,219,-2992.345,23,7754.10,20,8233.58,3,7896.85,3,201970643.585,756,-27345.324,705,
80,123,Hg,5.4679,35,0.0,0.0,5/2-, ,46.594,12,D,4025721.6,1036.8,B-,100.0,0.0, , , , , , , ,0.84895, ,0.343, ,492.112,1225,-7360.37,195,-305.5,269,-2125.829,3,5995.26,157,8205.26,23,7887.482,8,202972872.326,1746,-25269.265,1627,
80,124,Hg,5.4744,36,0.0,0.0,0+, ,STABLE, , , , , , , , , , , , , , , , , , ,-344,1186,-7000.09,120,-515.9,20,-4040.145,200,7492.20,165,8835.68,3,7885.545,2,203973494.037,534,-24690.145,498,
80,125,Hg,5.4776,38,0.0,0.0,1/2-, ,5.14,9,M,308.4,5.4,B-,100.0,0.0, , , , , , , , , , , ,1533.135,3724,-6012.91,4,-971.94,50,-3517.74,196,5668.91,4,8927,200,7874.732,18,204976073.125,3923,-22287.740,3654,
80,126,Hg,5.4837,40,0.0,0.0,0+, ,8.32,7,M,499.2,4.2,B-,100.0,0.0, , , , , , , , , , , ,1307.566,20410,-5196.24,20,-678.59,32,-6730.801,299,6729.38,21,9465,197,7869.172,99,205977513.756,21943,-20945.801,20440,
80,127,Hg,,,0.0,0.0,(9/2+), ,2.9,2,M,174.0,12.0,B-,100.0,0.0, , , , , , , , , , , ,4547.008,30300,-2305.39,30,714,198,-5677.444,301,3612.96,36,9562,300,7848.61,144,206982300,32000,-16487.444,29808,
80,128,Hg,,,0.0,0.0,0+, ,41,+5-4,M,2460.0,270.0,B-,100.0,0.0, , , , , , , , , , , ,3484.726,30795,-302.27,31,2232,198,-7164.406,300,4849.28,43,9744,302,7834.191,148,207985759,33000,-13265.406,30739,
80,129,Hg,,,0.0,0.0,(9/2+), ,36,+7-4,S,36.0,6.0,B-,100.0,0.0, , , , , , , , , , , ,5000,149,35,149,1897,333,-6104.0,427,3450,152,9832,333,7813,1,208990720,160,-8644,149,
80,130,HG,,,0.0,0.0,0+, , , , , , , , , , , , , , , , , , , , ,3882,196,208,196,1841,357,-7694.0,446,4792,246,10114,445,7799,1,209994240,210,-5365,196,
80,131,HG,,,0.0,0.0, ,GT,300, ,NS,3.0E-7,5.0E15,B-,-1.0,0.0,B-N,-1.0,0.0, , , , , , , , ,5454,200,552,196,1491,446,,,3330,277,10242,446,7778,1,210999330,210,-624,196,
80,132,HG,,,0.0,0.0,0+,GT,300, ,NS,3.0E-7,5.0E15,B-,-1.0,0.0,B-N,-1.0,0.0, , , , , , , , ,4308,359,764,301,1322,499,,,4690,357,,,7763,1,212002960,320,2757,298,
80,133,HG,,,0.0,0.0, ,GT,300, ,NS,3.0E-7,5.0E15,B-,-1.0,0.0,B-N,-1.0,0.0, , , , , , , , ,5882,299,1146,359,,,,,3162,422,,,7741,1,213008230,320,7666,298,
80,134,HG,,,0.0,0.0,0+,GT,300, ,NS,3.0E-7,5.0E15,B-,-1.0,0.0,B-N,-1.0,0.0, , , , , , , , ,4713,446,1323,401,,,,,4560,499,,,7727,2,214012000,430,11178,401,
80,135,HG,,,0.0,0.0, ,GT,300, ,NS,3.0E-7,5.0E15,B-,-1.0,0.0,B-N,-1.0,0.0, , , , , , , , ,6297,499,1672,446,,,,,3041,566,,,7705,2,215017400,430,16208,401,
80,136,HG,,,0.0,0.0,0+,GT,300, ,NS,3.0E-7,5.0E15,B-N,-1.0,0.0,B-,-1.0,0.0, , , , , , , , ,5142,499,1877,499,,,,,4420,566,,,7690,2,216021320,430,19859,401,
81,101,Tl,,,0.0,0.0,(7+), ,3.1,10,S,3.1,1.0,EC+B+,97.5,2.5,A,5.0,0.0, , , , , , , , ,-6502.815,16927,-18281.89,76,6550.9,6,10248.995,15,8600.51,15,-44.24,19,7796.36,65,181985691.88,12709,-13327.927,11839,
81,102,Tl,,0,0.0,0.0,(1/2+), ,6.9,7,S,6.9,0.7,EC+B+,0.0,0.0,A,-1.0,0.0, , , , ,1.62, , , ,-9012.038,29657,-17833.46,15,5976.39,9,7217.417,12,11330.65,15,299.31,14,7815.673,51,182982192.846,10017,-16587.257,9331,
81,103,Tl,,,0.0,0.0, , ,10.1,5,S,10.1,0.5,EC+B+,97.9,0.7,A,2.1,0.7, , , , , , , , ,-5831.72,16260,-17379.34,30,6317.35,9,9465.723,14,8367.30,14,367.54,12,7818.671,54,183981875.093,10757,-16883.242,10020,
81,104,Tl,,0,0.0,0.0,(1/2+), ,19.5,5,S,19.5,0.5,EC+B+,-1.0,0.0, , , , , , , , , , , ,-8216.521,26249,-16777.54,24,5688.48,5,6425.925,25,10945.82,23,697.75,23,7835.575,112,184978789.191,22194,-19757.741,20674,
81,105,Tl,,,0.0,0.0,(7+), ,27.5,10,S,27.5,1.0,EC+B+,100.0,0.0,A,0.006,0.0, , , , ,0.497, ,0.06, ,-5204.588,25078,-16416.71,28,5989.24,30,8652.484,25,8200.19,30,991.92,26,7837.535,120,185978650.841,24000,-19886.613,22356,
81,106,Tl,,,0.0,0.0,(1/2+),AP,51, ,S,51.0,0.0,EC+B+,100.0,0.0,A,0.03,0.0, , , , ,1.55, , , ,-7457.628,9525,-15833.88,14,5321.98,7,5673.343,16,10629.29,24,1194.46,14,7852.464,43,186975904.743,8640,-22444.587,8048,
81,107,Tl,5.4017,72,0.0,0.0,(2-), ,71,2,S,71.0,2.0,EC+B+,100.0,0.0, , , , , , , , , , , ,-4521.198,31734,-15420.76,30,5557.39,37,7865.514,32,7963.13,31,1507.44,33,7853.053,159,187976020.886,32103,-22336.400,29904,
81,108,Tl,,,0.0,0.0,(1/2+), ,2.3,2,M,138.0,12.0,EC+B+,100.0,0.0, , , , , , , , , , , ,-6772.066,16364,-14872.22,14,4817.13,9,5010.301,33,10351.02,31,1703.16,15,7866.27,44,188973573.527,8983,-24616.100,8368,
