Z,N,symb,radius, unc, energy, unc, jp, half-life operator, half_life, unc,unit, half_life [s], unc, decay, decay %, unc, decay, decay %, unc, decay, decay %, unc,isospin,magn. dipole, unc, elect. quad , unc,Qb-,unc,Qb- n,unc,Qa, unc, Qec, unc,Sn,unc, Sp,unc,Binding/A,unc,atomic mass, unc, mass excess,unc
23,38,V,,,0.0,0.0,(3/2- 5/2-), ,48.3,10,MS,0.0483,0.001,B-,100.0,0.0,B-N,10.0,0.0,B-2N,-1.0,0.0, , , , , ,11968.8,899958,8091.83,915,-11935.47,1581,-14156.429,980,5335.79,921,15466,943,8276.439,14660,60967250,960000,-30506.429,894234,
23,39,V,,,0.0,0.0, , ,33.6,23,MS,0.0336,0.0023,B-,100.0,0.0,B-N,-1.0,0.0, , , , , , , , ,15419,333,8928,315,-13025,499,-12976.0,499,3041,943,16416,499,8192,5,61972650,320,-25476,298,
23,40,V,,,0.0,0.0,7/2-, ,17,3,MS,0.017,0.003,B-,100.0,0.0,B-N,-1.0,0.0, , , , , , , , ,14117,537,10934,426,-14013,565,-16140.0,640,4485,499,16679,565,8133,6,62976500,429,-21890,400,
23,41,V,,,0.0,0.0,(LE2), ,15,2,MS,0.015,0.002,B-,100.0,0.0,B-N,-1.0,0.0, , , , , , , , ,17160,594,11616,537,-14693,640,-15295.0,721,2501,565,17859,640,8045,6,63982480,429,-16320,400,
23,42,V,,,0.0,0.0, ,GT,360, ,NS,3.6E-7,5.0E15,B-,100.0,0.0,B-N,-1.0,0.0, , , , , , , , ,16440,583,13629,666,-15136,781,,,3531,640,18044,781,7976,8,64987354,537,-11780,500,
23,43,V,,,0.0,0.0, ,GT,360, ,NS,3.6E-7,5.0E15,B-,-1.0,0.0,B-N,-1.0,0.0, , , , , , , , ,19110,640,14538,583,,,,,1902,707,,,7884,8,65993977,537,-5610,500,
23,44,,,,0.0,0.0, ,GT,620, ,NS,6.2E-7,5.0E15,B-,-1.0,0.0,B-N,-1.0,0.0,B-2N,-1.0,0.0, , , , , ,18030,721,15998,721,,,,,3111,781,,,7812,9,66999302,644,-650,600,
24,18,Cr,,,0.0,0.0,0+, ,13.3,10,MS,0.0133,0.001,EC+B+,100.0,0.0,ECP,94.4,5.0, , , , , , , , ,,,,,-6564,500,14350.0,445,,,879,447,7464,10,42007225,429,6730,400,
24,19,Cr,,,0.0,0.0,(3/2+), ,21.2,7,MS,0.0212,7.0E-4,EC+B+,100.0,0.0,ECP,79.3,3.0,EC2P,11.6,1.0, , , , , ,,,,,-6595,447,15946.356,402,16771,565,1639,445,7680,9,42997885,429,-1970,400,
24,20,Cr,,,0.0,0.0,0+, ,42.8,6,MS,0.0428,6.0E-4,EC+B+,100.0,0.0,ECP,7.0,3.0, , , , , , , , ,-20390,583,,,-6935,340,10756.38,351,19462,500,2733,303,7948,7,43985657,322,-13360,300,
24,21,Cr,,,0.0,0.0,(7/2-), ,60.9,4,MS,0.0609,4.0E-4,B+,100.0,0.0,B+P,34.4,0.8, , , ,= 3/2, , , , ,-14265,401,-34616,501,-6242.18,45,12371.217,35,14226,302,2687.39,185,8087.728,787,44979050,38000,-19514.799,35397,
24,22,Cr,,,0.0,0.0,0+, ,0.26,6,S,0.26,0.06,EC+B+,100.0,0.0, , , , , , , , , , , ,-16902,400,-32293,400,-6791.81,11,7603.784,11,18028.08,37,4874.52,11,8303.823,249,45968360.97,12295,-29471.567,11453,
24,23,Cr,,,0.0,0.0,3/2-, ,500,15,MS,0.5,0.015,EC+B+,100.0,0.0, , , , , , , , , , , ,-11996.204,32240,-30064,400,-7666.41,9,7444.04,6,13162.33,13,4776.20,6,8407.195,128,46962895.544,6473,-34562.578,6030,
24,24,Cr,,,0.0,0.0,0+, ,21.56,3,H,77616.0,108.0,EC+B+,100.0,0.0, , , , , , , , , , , ,-13525.682,10087,-28326.96,33,-7698.37,7,1655.674,7,16330.76,9,8104.37,7,8572.269,153,47954028.667,7862,-42822.020,7324,
24,25,Cr,,,0.0,0.0,5/2-, ,42.3,1,M,2538.0,6.0,EC+B+,100.0,0.0, , , , , , ,= 1/2,0.476, , , ,-7712.426,233,-24108.04,7,-8748.14,240,2628.871,2391,10582.36,8,8144.34,245,8613.291,46,48951332.955,2407,-45333.060,2243,
24,26,Cr,3.6588,65,0.0,0.0,0+,GT,1.3E+18, ,Y,4.102488E25,1.5778797948756E32, , , , , , , , , ,= 1, , , , ,-7634.477,67,-20712.75,221,-8559.19,47,-1038.059,599,13000.33,220,9589.11,94,8701.032,9,49946041.443,468,-50262.072,437,
24,27,Cr,,,0.0,0.0,7/2-, ,27.7010,11,D,2393366.4,95.04,EC,100.0,0.0, , , , , , , , , , , ,-3207.518,346,-16895.12,21,-8938.95,42,752.447,566,9260.64,20,9516.35,23,8712.005,8,50944764.652,429,-51451.395,400,
24,28,Cr,3.6452,42,0.0,0.0,0+, ,STABLE, , , , , , , , , , , , , , , , , , ,-4711.958,1851,-15246.68,59,-9351.45,36,-3975.473,54,12039.16,51,10504.37,52,8775.989,7,51940504.992,364,-55419.242,340,
24,29,Cr,3.6511,75,0.0,0.0,3/2-, ,STABLE, , , , , , , , , , , , , , ,-0.47454, ,-0.15, ,-596.884,356,-12651.03,185,-9148.13,36,-3435.938,3,7939.07,14,11132.20,54,8760.198,7,52940646.961,373,-55286.999,348,
24,30,Cr,3.6885,74,0.0,0.0,0+, ,STABLE, , , , , , , , , , , , , , , , , , ,-1377.136,1008,-10315.97,37,-7928.02,37,-7041.592,15,9719.08,12,12372.67,3,8777.955,7,53938878.012,378,-56934.765,353,
24,31,Cr,,,0.0,0.0,3/2-, ,3.497,3,M,209.82,0.18,B-,100.0,0.0, , , , , , , , , , , ,2602.703,368,-7623.40,102,-7801.79,64,-5965.124,95,6246.26,19,12505.51,15,8731.924,7,54940837.289,428,-55109.710,399,
24,32,Cr,,,0.0,0.0,0+, ,5.94,10,M,356.4,6.0,B-,100.0,0.0, , , , , , , , , , , ,1626.538,561,-5643.90,54,-8240.1,7,-9130.12,177,8246.61,65,13429.39,95,8723.258,11,55940649.107,647,-55285.001,603,
24,33,Cr,,,0.0,0.0,(3/2)-, ,21.1,10,S,21.1,1.0,B-,100.0,0.0, , , , , , , , , , , ,4961.548,1846,-3684.48,112,-8118.56,100,-8111.252,80,5311.02,123,13658.79,177,8663.394,19,56943612.409,1146,-52524.702,1068,
24,34,Cr,,,0.0,0.0,0+, ,7.0,3,S,7.0,0.3,B-,100.0,0.0, , , , , , , , , , , ,3835.759,3085,-2576.87,212,-8794.74,82,-11590.048,89,7538.42,183,14867.32,80,8643.998,26,57944184.502,1600,-51991.801,1490,
24,35,Cr,,,0.0,0.0,(1/2-), ,0.46,5,S,0.46,0.05,B-,100.0,0.0, , , , , , , , , , , ,7439.56,216380,-329.52,216,-8842.59,270,-10253.745,270,4165.28,216,14972.98,234,8568.087,3667,58948377.81,232279,-48085.760,216367,
24,36,Cr,,,0.0,0.0,0+, ,0.49,1,S,0.49,0.01,B-,100.0,0.0,B-N,-1.0,0.0, , , , , , , , ,6298.361,193607,784.43,194,-9774.44,228,-13427.62,293,6655.13,290,16126.53,252,8536.205,3227,59949898.146,207830,-46669.576,193593,
24,37,Cr,,,0.0,0.0,(5/2-), ,237,11,MS,0.237,0.011,B-,100.0,0.0,B-N,-1.0,0.0, , , , , , , , ,9266.893,101367,2421.39,101,-10984.51,276,-11968.8,900,3876.97,219,16522.24,242,8459.824,1661,60954400.963,108793,-42475.229,101341,
24,38,Cr,,,0.0,0.0,0+, ,206,12,MS,0.206,0.012,B-,100.0,0.0,B-N,-1.0,0.0, , , , , , , , ,7628.996,148244,2775.84,148,-12210,249,-15418.961,333,6491.05,179,17677.50,906,8428.069,2389,61956097.451,158991,-40894.961,148099,
24,39,Cr,,,0.0,0.0,1/2-, ,129,2,MS,0.129,0.002,B-,100.0,0.0,B-N,-1.0,0.0, , , , , , , , ,10879.579,358092,4445.17,358,-12922,410,-14117.474,537,3183.83,387,17820,466,8344.828,5684,62961344.384,384407,-36007.474,358073,
24,40,Cr,,,0.0,0.0,0+, ,43,1,MS,0.043,0.001,B-,100.0,0.0,B-N,-1.0,0.0, , , , , , , , ,9509.277,439679,5335.98,440,-13575,532,-17159.757,594,5543.60,567,18879,594,8301.058,6870,63964058,472000,-33479.757,439665,
24,41,Cr,,,0.0,0.0,(1/2-), ,27,3,MS,0.027,0.003,B-,100.0,0.0, , , , , , , , , , , ,12748,300,6698,300,-14295,500,-16440.0,583,2811,532,19189,500,8217,5,64969705,322,-28220,300,
24,42,Cr,,,0.0,0.0,0+, ,24,2,MS,0.024,0.002,B-,100.0,0.0, , , , , , , , , , , ,12030,400,8176,400,-14645,565,-19110.0,640,4572,500,20229,640,8161,6,65973462,429,-24720,400,
24,44,CR,,,0.0,0.0,0+,GT,360, ,NS,3.6E-7,5.0E15,B-,100.0,0.0,B-N,0.0,0.0, , , , , , , , ,13580,640,10589,583,-16200,781,,,4191,640,21438,781,8013,7,67984112,537,-14800,500,
24,45,,,,0.0,0.0, ,GT,620, ,NS,6.2E-7,5.0E15,B-,-1.0,0.0,B-N,-1.0,0.0,B-2N,-1.0,0.0, , , , , ,16190,640,11729,640,,,,,1852,707,,,7924,7,68990789,537,-8580,500,
24,46,CR,,,0.0,0.0,0+,GT,620, ,NS,6.2E-7,5.0E15,B-2N,-1.0,0.0,B-N,-1.0,0.0,B-,-1.0,0.0, , , , , ,15020,781,12219,721,,,,,3971,781,,,7867,9,69995191,644,-4480,600,
25,19,Mn,,,0.0,0.0, ,LT,105, ,NS,1.05E-7,0.0,P,-1.0,0.0,EC,-1.0,0.0, , , , , , , , ,,,,,-7565,583,20390.0,583,,,-1711,640,7467,11,44007547,537,7030,500,
25,20,Mn,,,0.0,0.0, , , , , , , , , , , , , , , , , , , , , ,-19012,565,,,-7995,447,14264.799,402,20351,640,-822,500,7753,9,44994364,429,-5250,400,
25,21,Mn,,,0.0,0.0,(4+), ,36.2,4,MS,0.0362,4.0E-4,EC+B+,100.0,0.0,ECP,57.0,0.8, , , ,= 2, , , , ,-13480,640,-34403,565,-7375,445,16901.567,400,15391,565,344,401,7919,9,45986506,429,-12570,400,
25,22,Mn,,,0.0,0.0,(5/2-), ,100,50,MS,0.1,0.05,EC+B+,100.0,0.0,ECP,3.4,0.9, , , , , , , , ,-15697,501,-31548,501,-7074.93,53,11996.204,32,18068,401,383.78,34,8135.311,674,46975774,34000,-22566.374,31671,
25,23,Mn,,,0.0,0.0,4+, ,158.1,22,MS,0.1581,0.0022,EC+B+,100.0,0.0,B+P,0.28,0.04,B+A,6.0E-4,0.0,= 1, , , , ,-11296,400,-30498,500,-7604.87,182,13525.682,10,14801.28,32,2022.73,6,8274.185,145,47968549.085,7449,-29296.338,6939,
25,24,Mn,,,0.0,0.0,5/2-, ,382,7,MS,0.382,0.007,EC+B+,100.0,0.0, , , , , , ,= 1/2, , , , ,-12869.907,24324,-27692,400,-8159.53,242,7712.426,3,16395.61,7,2087.58,8,8439.929,46,48959612.585,2420,-37620.634,2255,
25,25,Mn,3.7120,196,0.0,0.0,0+, ,283.19,10,MS,0.28319,1.0E-4,EC+B+,100.0,0.0, , , , , , ,= 1, , , , ,-8151.139,8395,-25948.19,24,-7977.16,49,7634.477,622,13078.28,221,4583.51,220,8532.696,9,49954237.391,474,-42627.595,442,
25,26,Mn,3.7026,212,0.0,0.0,5/2-, ,46.2,1,M,2772.0,6.0,EC+B+,100.0,0.0, , , , , , , , , , , ,-8041.321,8977,-21838.74,8,-8662.17,53,3207.518,642,13687.60,30,5270.78,28,8633.772,10,50948208.065,539,-48243.877,502,
25,27,Mn,3.6706,128,0.0,0.0,6+, ,5.591,3,D,483062.4,259.2,EC+B+,100.0,0.0, , , , , , , , , ,0.5, ,-2376.92,5017,-18576.05,9,-8654.51,209,4711.958,1876,10534.72,190,6544.86,188,8670.329,35,51945563.488,1980,-50707.284,1845,
25,28,Mn,3.6662,76,0.0,0.0,7/2-, ,3.74E+6,4,Y,1.18025424E14,1.262304E12,EC,100.0,0.0, , , , , , , , , , , ,-3742.586,1686,-14431.07,5,-9153.1,94,596.883,569,12054.15,187,6559.84,33,8734.175,9,52941287.742,483,-54690.116,450,
25,29,Mn,3.6834,49,0.0,0.0,3+, ,312.20,20,D,2.697408E7,17280.0,EC+B+,100.0,0.0,B-,9.3E-5,0.0, , , , ,3.2819, ,0.37, ,696.872,1076,-12681.42,194,-8758.53,112,1377.136,1116,8938.83,106,7559.60,100,8737.965,20,53940356.429,1136,-55557.629,1059,
25,30,Mn,3.7057,22,0.0,0.0,5/2-, ,STABLE, , , , , , , , , , , , , , ,3.4532, ,0.33, ,-231.114,179,-9529.23,25,-7933.49,48,-2602.703,501,10226.10,105,8066.62,32,8765.022,6,54938043.172,325,-57712.413,303,
25,31,Mn,3.7146,52,0.0,0.0,3+, ,2.5789,1,H,9284.04,0.36,B-,100.0,0.0, , , , , , , ,3.2266, , , ,3695.544,207,-7501.56,22,-7892.68,52,-1626.537,688,7270.44,13,9090.80,39,8738.333,6,55938902.947,355,-56911.538,331,
25,32,Mn,,,0.0,0.0,5/2-, ,85.4,18,S,85.4,1.8,B-,100.0,0.0, , , , , , , , , , , ,2695.589,1526,-4950.49,153,-8060.11,3,-4961.549,1845,8646.03,153,9490.22,161,8736.713,26,56938285.968,1615,-57486.251,1505,
25,33,Mn,,,0.0,0.0,1+, ,3.0,1,S,3.0,0.1,B-,100.0,0.0, , , , , , , , , , , ,6327.553,2723,-3717.04,272,-8359.3,15,-3835.759,3,6412.63,3,10591.83,290,8696.643,47,57940066.646,2900,-55827.560,2701,
25,34,Mn,,,0.0,0.0,(5/2)-, ,4.59,5,S,4.59,0.05,B-,100.0,0.0, , , , , , , , , , , ,5139.485,2356,-1441.52,235,-8805.65,95,-7439.56,216,7769.08,4,10822.49,276,8680.921,39,58940391.113,2500,-55525.320,2329,
25,35,Mn,,,0.0,0.0,1+, ,0.28,2,S,0.28,0.02,IT,100.0, ,B-,100.0,0.0, , , , , , , , ,8445.079,4128,-374.45,236,-9237.97,177,-6298.362,194,5513.93,3,12171.15,216,8628.138,39,59943136.576,2500,-52967.938,2329,
25,36,Mn,,,0.0,0.0,(5/2-), ,0.709,8,S,0.709,0.008,B-,100.0,0.0, , , , , , , , , , , ,7178.372,3497,1599.58,4,-9753.59,81,-9266.893,101,6845.50,3,12361.52,194,8598.915,38,60944452.544,2500,-51742.122,2329,
25,37,Mn,,,0.0,0.0,(1+), ,92,13,MS,0.092,0.013,B-,100.0,0.0,B-N,-1.0,0.0, , , , , , , , ,10354.091,7114,2325.22,7,-10547.12,90,-7628.996,148,4853.15,7,13337.70,102,8538.499,106,61947907.386,7023,-48523.957,6542,
25,38,Mn,,,0.0,0.0,5/2-, ,0.275,4,S,0.275,0.004,B-,100.0,0.0,B-N,-1.0,0.0, , , , , , , , ,8748.568,5692,3919.68,5,-11479.95,162,-10879.579,358,6434.41,8,13281.06,148,8505.101,59,62949664.675,4000,-46887.053,3726,
25,39,Mn,,,0.0,0.0,(1+), ,90,4,MS,0.09,0.004,B-,100.0,0.0,B-N,33.0,2.0, , , , , , , , ,11980.51,6140,4575.27,6,-12171.99,220,-9509.278,440,4173.30,5,14270.53,358,8437.417,55,63953849.37,3800,-42989.035,3540,
25,40,Mn,,,0.0,0.0,(5/2-), ,92,1,MS,0.092,0.001,B-,100.0,0.0,B-N,21.0, , , , , , , , , ,10250.557,6326,5930.89,6,-12885.83,894,-12747.339,300,6049.62,5,14776.55,440,8400.681,57,64956019.75,4000,-40967.339,3726,
25,41,Mn,,,0.0,0.0, , ,65,2,MS,0.065,0.002,B-,100.0,0.0, , , , , , , , , , , ,13317.452,11906,6396.19,12,-13699,298,-12030.387,400,3854.37,12,15820,300,8331.798,169,65960546.834,12000,-36750.387,11178,
25,42,Mn,,,0.0,0.0,(5/2-), ,47,2,MS,0.047,0.002,B-,100.0,0.0,B-N,-1.0,0.0, , , , , , , , ,12150,404,8536,300,-13995,500,-14780.0,500,4781,300,16029,500,8279,4,66964079,322,-33460,300,
25,43,MN,,,0.0,0.0,>3, ,28,3,MS,0.028,0.003,B-,100.0,0.0,B-N,0.0,0.0, , , , , , , , ,15107,541,9159,482,-14485,565,-13580.0,640,2991,500,16989,565,8201,6,67969533,429,-28380,400,
25,44,Mn,,,0.0,0.0,(5/2-), ,16,3,MS,0.016,0.003,B-,100.0,0.0, , , , , , , , , , , ,14259,565,10645,541,-15416,640,-16190.0,640,4462,565,17260,640,8147,6,68973408,429,-24770,400,
25,45,MN,,,0.0,0.0, , ,19.9,17,MS,0.0199,0.0017,B-,100.0,0.0,B-N,50.0,20.0, , , , , , , , ,17010,640,11458,640,-16314,707,-15020.0,781,2801,640,18209,707,8070,7,69979066,537,-19500,500,
25,46,MN,,,0.0,0.0, ,GT,637, ,NS,6.37E-7,5.0E15,B-2N,-1.0,0.0,B-N,-1.0,0.0,B-,-1.0,0.0, , , , , ,15860,640,12869,640,-17345,781,,,4141,707,18379,781,8015,7,70983285,537,-15570,500,
25,47,MN,,,0.0,0.0, ,GT,620, ,NS,6.2E-7,5.0E15,B-2N,-1.0,0.0,B-N,-1.0,0.0,B-,-1.0,0.0, , , , , ,18530,781,13458,721,,,,,2401,781,,,7937,8,71989372,644,-9900,600,
26,19,Fe,,,0.0,0.0,(3/2+), ,1.89,+49-21,MS,0.00189,3.5E-4,2P,57.0,10.0,B+P,43.0,10.0,EC+B+,43.0,10.0, , , , , ,,,,,,,19012.0,566,,,557,640,7313,9,45014774,429,13762,400,
26,20,Fe,,,0.0,0.0,0+, ,13.0,20,MS,0.013,0.002,EC+B+,100.0,0.0,ECP,78.7,3.8, , , , , , , , ,,,,,-8245,640,13480.0,640,20923,640,1129,640,7609,11,46000977,537,910,500,
26,21,Fe,,,0.0,0.0,(7/2-), ,21.8,7,MS,0.0218,7.0E-4,EC+B+,100.0,0.0,ECP,0.0,0.0,EC2P,-1.0,0.0, , , , , ,-17240,781,,,-7325,640,15696.374,501,15851,707,1589,640,7785,11,46992625,537,-6870,500,
26,22,Fe,,,0.0,0.0,0+, ,44,7,MS,0.044,0.007,EC+B+,100.0,0.0,ECP,3.6,1.1, , , , , , , , ,-19500,640,-36442,721,-7065,500,11296.338,400,19202,640,2723,401,8023,8,47980676,429,-18000,400,
26,23,Fe,,,0.0,0.0,(7/2-), ,64.7,3,MS,0.0647,3.0E-4,EC+B+,100.0,0.0,B+P,56.7,0.4, , , ,= 3/2, , , , ,-14870,501,-34322,501,-7660.84,43,12869.907,24,14822,400,2743.36,25,8161.311,494,48973429,26000,-24750.727,24219,
26,24,Fe,,,0.0,0.0,0+, ,155,11,MS,0.155,0.011,EC+B+,100.0,0.0,ECP,0.0,0.0, , , , , , , , ,-16846,400,-32667,500,-7429.81,14,8151.139,8,17797.05,26,4144.79,9,8354.026,168,49962988,9000,-34476.456,8383,
26,25,Fe,,,0.0,0.0,5/2-, ,305,5,MS,0.305,0.005,EC+B+,100.0,0.0, , , , , , , , , , , ,-12860.412,49260,-30643,400,-8064.89,11,8041.322,9,13797.42,12,4863.93,9,8460.759,176,50956840.779,9623,-40202.555,8964,
26,26,Fe,,,0.0,0.0,0+, ,8.275,8,H,29790.0,28.8,EC+B+,100.0,0.0, , , , , , , , , , , ,-13969.413,9822,-29059.54,49,-7933.26,9,2376.921,5,16199.13,10,7375.46,5,8609.574,98,51948115.217,5493,-48330.363,5117,
26,27,Fe,,,0.0,0.0,7/2-, ,8.51,2,M,510.6,1.2,EC+B+,100.0,0.0, , , , , , , , , , , ,-8288.101,443,-24657.90,9,-8039.39,278,3742.586,1716,10688.48,5,7529.22,239,8648.799,31,52945305.574,1777,-50947.530,1656,
26,28,Fe,3.6933,19,0.0,0.0,0+, ,STABLE, , , , , , , , , , , , , , , , , , ,-8244.547,89,-21666.39,167,-8417.34,54,-696.871,1122,13378.29,161,8853.36,49,8736.382,7,53939608.306,399,-56254.500,372,
26,29,Fe,,,0.0,0.0,3/2-, ,2.744,9,Y,8.65940544E7,284018.4,EC,100.0,0.0, , , , , , , , , , , ,-3451.417,324,-17542.66,21,-8454.82,50,231.113,457,9298.12,19,9212.64,106,8746.595,6,54938291.283,367,-57481.300,342,
26,30,Fe,3.7377,16,0.0,0.0,0+, ,STABLE, , , , , , , , , , , , , , , , , , ,-4566.68,411,-14648.52,34,-7612.76,34,-3695.544,448,11197.10,23,10183.64,16,8790.354,5,55934935.617,324,-60607.082,302,
26,31,Fe,3.7532,17,0.0,0.0,1/2-, ,STABLE, , , , , , , , , , , , , ,= 5/2,0.09044, , , ,-836.276,451,-12212.75,41,-7319.76,34,-2695.588,1535,7646.07,4,10559.27,21,8770.279,5,56935392.134,326,-60181.839,304,
26,32,Fe,3.7745,14,0.0,0.0,0+, ,STABLE, , , , , , , , , , , , , , , , , , ,-2307.955,1139,-10880.87,50,-7645.26,38,-6327.553,2723,10044.59,18,11957.83,154,8792.25,6,57933273.738,368,-62155.113,343,
26,33,Fe,,,0.0,0.0,3/2-, ,44.495,9,D,3844368.0,777.6,B-,100.0,0.0, , , , , , , ,-0.3358, , , ,1564.903,369,-8888.96,113,-7980.01,43,-5139.485,2356,6581.01,11,12126.22,272,8754.771,6,58934873.649,380,-60664.805,355,
26,34,Fe,,,0.0,0.0,0+, ,2.62E+6,4,Y,8.2680912E13,1.262304E12,B-,100.0,0.0, , , , , , , , , , , ,237.293,3411,-7254.63,3,-8552.93,3,-8445.079,4,8819.53,3,13176.67,4,8755.851,57,59934070.411,3659,-61413.017,3409,
26,35,Fe,,,0.0,0.0,(3/2-), ,5.98,6,M,358.8,3.6,B-,100.0,0.0, , , , , , , , , , , ,3977.572,2742,-5341.50,264,-8820.71,282,-7178.372,3,5578.79,4,13241.53,4,8703.768,43,60936746.244,2800,-58920.494,2608,
26,36,Fe,,,0.0,0.0,0+, ,68,2,S,68.0,2.0,B-,100.0,0.0, , , , , , , , , , , ,2546.235,18784,-4051.30,292,-9311.16,3,-10354.091,7,8028.87,4,14424.90,4,8692.882,45,61936791.812,3000,-58878.048,2794,
26,37,Fe,,,0.0,0.0,(5/2-), ,6.1,6,S,6.1,0.6,B-,100.0,0.0, , , , , , , , , , , ,6215.819,19067,-2282.66,19,-9974.78,216,-8748.568,6,4828.89,5,14400.63,8,8631.549,68,62940272.7,4618,-55635.621,4302,
26,38,Fe,,,0.0,0.0,0+, ,2.0,2,S,2.0,0.2,B-,100.0,0.0, , , , , , , , , , , ,4822.785,20625,-1189.42,19,-10724.88,194,-11980.509,6,7405.24,7,15371.46,6,8612.388,78,63940987.763,5386,-54969.544,5017,
26,39,Fe,,,0.0,0.0,(1/2-), ,0.81,5,S,0.81,0.05,B-,100.0,0.0, , , , , , , , , , , ,7967.303,5520,503.12,21,-11167.58,101,-10250.556,6,4319.67,7,15517.83,6,8546.346,79,64945015.324,5487,-51217.895,5112,
26,40,Fe,,,0.0,0.0,0+, ,440,60,MS,0.44,0.06,B-,100.0,0.0, , , , , , , , , , , ,6340.694,14561,1046.04,5,-11597.79,148,-13317.452,12,6921.26,7,16389.47,6,8521.724,62,65946249.96,4400,-50067.839,4099,
26,41,Fe,,,0.0,0.0,(5/2+), ,0.6,+2-1,S,0.6,0.2,B-,100.0,0.0, , , , , , , , , , , ,9711.62,270362,2727.06,271,-12027.6,449,-12150.155,404,3613.63,270,16148.74,271,8448.469,4034,66951035.482,290163,-45610.155,270285,
26,42,Fe,,,0.0,0.0,0+, ,188,4,MS,0.188,0.004,B-,100.0,0.0,B-N,0.0,0.0, , , , , , , , ,8443.751,411489,3763.54,365,-12432.07,572,-15106.914,542,5948.08,454,17316,473,8411.698,5371,67953314.875,392121,-43486.914,365259,
26,43,Fe,,,0.0,0.0, , ,110,5,MS,0.11,0.005,B-,100.0,0.0, , , , , , , , , , , ,11250,424,4830,442,-13235,500,-14260.0,566,3614,541,17939,565,8342,6,68958100,429,-39030,400,
26,44,Fe,,,0.0,0.0,0+, ,65,6,MS,0.065,0.006,B-,100.0,0.0,B-N,-1.0,0.0, , , , , , , , ,10120,500,5698,424,-14215,565,-17010.0,640,5552,565,19029,565,8302,6,69960805,429,-36510,400,
26,45,Fe,,,0.0,0.0, , ,28,5,MS,0.028,0.005,B-,100.0,0.0,B-N,-1.0,0.0, , , , , , , , ,12940,613,7129,500,-15174,565,-15860.0,640,2991,565,19219,640,8227,6,70966259,429,-31430,400,
26,46,Fe,,,0.0,0.0,0+,GE,150, ,NS,1.5E-7,5.0E15,B-,100.0,0.0,B-N,27.6,-1.0, , , , , , , , ,11769,640,7868,683,-16055,707,-18530.0,781,5072,640,20149,707,8184,7,71969479,537,-28430,500,
26,47,FE,,,0.0,0.0, , ,12.9,16,MS,0.0129,0.0016,B-,100.0,0.0,B-2N,-1.0,0.0,B-N,-1.0,0.0, , , , , ,14518,640,9228,640,-16745,707,,,2541,707,20289,781,8106,7,72975416,537,-22900,500,
26,48,FE,,,0.0,0.0,0+,GT,638, ,NS,6.38E-7,5.0E15,B-2N,-1.0,0.0,B-N,-1.0,0.0,B-,-1.0,0.0, , , , , ,13230,781,9757,721,-17536,848,,,4762,781,,,8061,8,73978969,644,-19590,600,
26,49,FE,,,0.0,0.0, ,GT,620, ,NS,6.2E-7,5.0E15,B-N,-1.0,0.0,B-2N,-1.0,0.0,B-,-1.0,0.0, , , , , ,16010,781,11109,781,,,,,2121,848,,,7982,8,74985357,644,-13640,600,
27,23,Co,,,0.0,0.0,(6+), ,38.8,2,MS,0.0388,2.0E-4,EC+B+,100.0,0.0,ECP,70.5,0.7,EC2P,-1.0,0.0,= 2, , , , ,-13510,640,-33902,721,-7486,565,16846.456,400,15821,640,169,400,8001,8,49981073,429,-17630,400,
27,24,Co,,,0.0,0.0,(7/2-),GT,200, ,NS,2.0E-7,5.0E15,EC+B+,-1.0,0.0, , , , , , , , , , , ,-15442,503,-31293,503,-7200.69,58,12860.412,49,17783,403,154.66,49,8193.254,950,50970647,52000,-27342.143,48438,
27,25,Co,,,0.0,0.0,(6+), ,104,7,MS,0.104,0.007,EC+B+,100.0,0.0,B+P,-1.0,0.0, , , , , , , , ,-12031,400,-30532,500,-7489.53,11,13969.412,10,15090.12,49,1447.37,12,8325.886,161,51963112,9000,-34360.951,8383,
27,26,Co,,,0.0,0.0,(7/2-), ,240,9,MS,0.24,0.009,EC+B+,100.0,0.0, , , , , , , , , , , ,-13028.604,25209,-28401,400,-7463.71,282,8288.102,2383,16369.79,9,1618.04,5,8477.658,32,52954203.217,1839,-42659.428,1713,
27,27,Co,,,0.0,0.0,0+, ,193.28,7,MS,0.19328,7.0E-5,EC+B+,100.0,0.0, , , , , , ,= 1, , , , ,-8731.646,4673,-26450.45,25,-7807.27,55,8244.547,534,13421.84,167,4351.39,162,8569.217,7,53948459.192,411,-48009.953,383,
27,28,Co,,,0.0,0.0,7/2-, ,17.53,3,H,63108.0,108.0,EC+B+,100.0,0.0, , , , , , , ,4.822, , , ,-8694.034,578,-22822.89,5,-8210.92,62,3451.417,548,14091.25,31,5064.35,30,8669.618,8,54941996.531,459,-54029.883,428,
27,29,Co,,,0.0,0.0,4+, ,77.236,26,D,6673190.4,2246.4,EC+B+,100.0,0.0, , , , , , , ,3.85, ,0.25, ,-2132.863,374,-18775.87,74,-7758.03,187,4566.68,56,10081.84,46,5848.07,45,8694.836,9,55939838.15,529,-56040.402,493,
27,30,Co,,,0.0,0.0,7/2-, ,271.74,6,D,2.3478336E7,5184.0,EC,100.0,0.0, , , , , , ,= 3/2,4.72, ,0.52, ,-3261.731,642,-13509.34,52,-7080.36,62,836.275,614,11376.48,56,6027.45,45,8741.882,9,56936289.913,572,-59345.564,533,
